STATE,CONSTITUENCY,WINNER,PARTY,SYMBOL,GENDER,CRIMINAL CASES,AGE,CATEGORY,EDUCATION,TOTAL VOTES,TOTAL ELECTORS,ASSETS,LIABILITIES
Maharashtra,KOLHAPUR,0,6,Cup & Saucer,2,1,37.0,1,3,63439,1880496,964227,0
West Bengal,KOLKATA DAKSHIN,1,10,Flowers and Grass,2,3,61.0,1,4,573119,1728851,10308401,0
West Bengal,KOLKATA DAKSHIN,0,1,Lotus,1,1,58.0,1,2,417927,1728851,13591332,831824
West Bengal,KOLKATA DAKSHIN,0,8,"Hammer, Sickle and Star",2,0,53.0,1,8,140275,1728851,12530997,3862405
West Bengal,KOLKATA DAKSHIN,0,3,Hand,2,0,44.0,1,8,42618,1728851,447511958,187853701
West Bengal,KOLKATA UTTAR,1,10,Flowers and Grass,1,2,70.0,1,8,474891,1444082,61176355,0
West Bengal,KOLKATA UTTAR,0,1,Lotus,1,7,55.0,1,4,347796,1444082,24520871,2057496
West Bengal,KOLKATA UTTAR,0,8,"Hammer, Sickle and Star",2,1,50.0,1,2,71080,1444082,7477775,1200000
West Bengal,KOLKATA UTTAR,0,3,Hand,1,0,57.0,1,8,26093,1444082,75691151,0
Kerala,KOLLAM,1,11,Spade & Stoker,1,5,58.0,1,8,499677,1296720,17500650,3270587
Kerala,KOLLAM,0,8,"Hammer, Sickle and Star",1,1,55.0,1,2,350821,1296720,9463866,2800000
Kerala,KOLLAM,0,1,Lotus,1,0,57.0,1,2,103339,1296720,26550000,6400000
Karnataka,KOPPAL,1,1,Lotus,1,1,64.0,1,6,586783,1736693,28725791,22475333
Karnataka,KOPPAL,0,3,Hand,1,0,38.0,1,1,548386,1736693,84922164,38412374
Odisha,KORAPUT,1,3,Hand,1,0,40.0,3,8,371129,1434384,37587560,1217963
Odisha,KORAPUT,0,37,Conch,2,0,33.0,3,1,367516,1434384,40617427,0
Odisha,KORAPUT,0,1,Lotus,1,0,63.0,3,6,208398,1434384,41944825,4200000
Odisha,KORAPUT,0,4,Elephant,1,0,61.0,3,8,35764,1434384,316000,0
Odisha,KORAPUT,0,31,Flag with Three Stars,1,0,67.0,3,7,26117,1434384,15000,0
Odisha,KORAPUT,0,7,Coat,1,0,45.0,3,2,18849,1434384,170000,0
Odisha,KORAPUT,0,91,Saw,1,1,27.0,3,11,15827,1434384,565,0
Chhattisgarh,KORBA,1,3,Hand,2,0,65.0,1,2,523310,1508840,150639697,0
Chhattisgarh,KORBA,0,1,Lotus,1,0,52.0,1,6,497061,1508840,17097616,295672
Chhattisgarh,KORBA,0,92,Saw,1,0,45.0,3,8,37417,1508840,2713663,0
Chhattisgarh,KORBA,0,4,Elephant,1,1,45.0,1,1,15880,1508840,6504950,840000
Chhattisgarh,KORBA,0,18,Cauliflower,1,0,44.0,1,6,13695,1508840,1874834,0
Rajasthan,KOTA,1,1,Lotus,1,1,56.0,1,2,800051,1948010,48347737,0
Rajasthan,KOTA,0,3,Hand,1,0,75.0,3,8,520374,1948010,80157459,13137155
Kerala,KOTTAYAM,1,93,Two Leaves,1,0,66.0,1,8,421046,1206698,26027478,495778
Kerala,KOTTAYAM,0,8,"Hammer, Sickle and Star",1,0,64.0,1,6,314787,1206698,7361071,637399
Kerala,KOTTAYAM,0,94,Television,1,3,68.0,1,8,155135,1206698,27643705,4036712
Kerala,KOZHIKODE,1,3,Hand,1,1,66.0,1,4,493444,1318024,12502009,3174805
Kerala,KOZHIKODE,0,8,"Hammer, Sickle and Star",1,1,55.0,1,1,408219,1318024,11915342,2079872
Kerala,KOZHIKODE,0,1,Lotus,1,22,39.0,1,2,161216,1318024,3524377,343064
Tamil Nadu,KRISHNAGIRI,1,3,Hand,1,5,58.0,1,2,611298,1530404,121087979,66817959
Tamil Nadu,KRISHNAGIRI,0,29,Two Leaves,1,0,67.0,1,8,454533,1530404,115619769,0
Tamil Nadu,KRISHNAGIRI,0,27,Ganna Kisan,1,0,37.0,1,2,28000,1530404,10336958,1400000
Tamil Nadu,KRISHNAGIRI,0,28,Battery Torch,1,0,50.0,1,4,16995,1530404,1300000,0
West Bengal,KRISHNANAGAR,1,10,Flowers and Grass,2,0,44.0,1,4,614872,1631698,26495250,671138
West Bengal,KRISHNANAGAR,0,1,Lotus,1,0,40.0,1,6,551654,1631698,22072625,1603339
West Bengal,KRISHNANAGAR,0,8,"Hammer, Sickle and Star",1,1,57.0,1,3,120222,1631698,14839130,290686
West Bengal,KRISHNANAGAR,0,3,Hand,1,0,70.0,1,2,38305,1631698,10054478,0
Andhra Pradesh,KURNOOL,1,13,Ceiling Fan,1,0,52.0,1,2,605462,1573009,325914387,62070621
Andhra Pradesh,KURNOOL,0,14,Bicycle,1,0,67.0,1,4,456395,1573009,174762674,1450000
Andhra Pradesh,KURNOOL,0,3,Hand,1,0,42.0,1,1,36500,1573009,158831414,0
Andhra Pradesh,KURNOOL,0,1,Lotus,1,0,48.0,1,2,24418,1573009,297510890,62328052
Andhra Pradesh,KURNOOL,0,8,"Hammer, Sickle and Star",1,1,58.0,1,8,19065,1573009,1659077,85000
Haryana,KURUKSHETRA,1,1,Lotus,1,0,49.0,1,8,688629,1657335,35785621,5720000
Haryana,KURUKSHETRA,0,3,Hand,1,1,66.0,1,4,304038,1657335,126385687,704496
Haryana,KURUKSHETRA,0,4,Elephant,2,0,59.0,1,8,75625,1657335,54861000,0
Haryana,KURUKSHETRA,0,54,Chappals,1,0,57.0,1,4,68513,1657335,134293739,4373215
Haryana,KURUKSHETRA,0,16,Spectacles,1,0,26.0,1,1,60679,1657335,63059996,1748226
Uttar Pradesh,KUSHI NAGAR,1,1,Lotus,1,2,50.0,1,1,597039,1761564,21860780,316847
Uttar Pradesh,KUSHI NAGAR,0,12,Bicycle,1,0,65.0,1,2,259479,1761564,37474062,4000000
Uttar Pradesh,KUSHI NAGAR,0,3,Hand,1,0,55.0,1,4,146151,1761564,295474005,0
Jammu & Kashmir,LADAKH,1,1,Lotus,1,1,33.0,3,4,42914,179232,981904,0
Jammu & Kashmir,LADAKH,0,18,Battery torch,1,0,37.0,3,2,31984,179232,109000,0
Jammu & Kashmir,LADAKH,0,18,Cup & Saucer,1,0,54.0,3,6,29365,179232,2729608,0
Jammu & Kashmir,LADAKH,0,3,Hand,1,0,61.0,3,4,21241,179232,58318908,8765000
Assam,LAKHIMPUR,1,1,Lotus,1,0,53.0,3,1,776406,1708013,14307978,5839285
Assam,LAKHIMPUR,0,3,Hand,1,0,51.0,1,6,425855,1708013,51185000,0
Assam,LAKHIMPUR,0,8,Ears of Corn And Sickle,1,0,51.0,1,8,13378,1708013,2519069,0
Lakshadweep,LAKSHADWEEP,1,5,Clock,1,2,43.0,3,2,22851,55189,938641,0
Lakshadweep,LAKSHADWEEP,0,3,Hand,1,0,36.0,3,8,22028,55189,95047817,445771
Lakshadweep,LAKSHADWEEP,0,46,Arrow,1,0,64.0,3,2,1342,55189,49783111,2887460
Uttar Pradesh,LALGANJ,1,4,Elephant,2,0,44.0,2,8,518820,1751980,88451770,0
Uttar Pradesh,LALGANJ,0,1,Lotus,2,1,43.0,2,2,357223,1751980,46688371,4550000
Uttar Pradesh,LALGANJ,0,17,Walking Stick,1,0,45.0,2,3,17927,1751980,177000,570570
Uttar Pradesh,LALGANJ,0,3,Hand,1,3,29.0,2,4,17630,1751980,4615570,1743219
Maharashtra,LATUR,1,1,Lotus,1,0,57.0,2,6,661495,1886657,286478302,100250602
Maharashtra,LATUR,0,3,Hand,1,0,59.0,2,2,372384,1886657,125045318,19268169
Maharashtra,LATUR,0,6,Whistle,1,0,59.0,2,2,112255,1886657,14323873,540000
Jharkhand,LOHARDAGA,1,1,Lotus,1,0,52.0,3,4,371595,1234286,12947303,525000
Jharkhand,LOHARDAGA,0,3,Hand,1,1,57.0,3,2,361232,1234286,21094142,3935029
Jharkhand,LOHARDAGA,0,88,Basket containing Fruits,1,1,53.0,3,4,19546,1234286,22679920,2400000
Jharkhand,LOHARDAGA,0,18,Air Conditioner,1,0,41.0,3,7,10663,1234286,1352000,0
Jharkhand,LOHARDAGA,0,10,Flowers and Grass,1,0,26.0,3,1,9643,1234286,9232000,800000
Jharkhand,LOHARDAGA,0,18,Tractor Chalata Kisan,1,0,47.0,3,7,8950,1234286,1804321,250000
Uttar Pradesh,LUCKNOW,1,1,Lotus,1,0,67.0,1,2,633026,2040367,51492709,0
Uttar Pradesh,LUCKNOW,0,12,Bicycle,2,1,68.0,1,4,285724,2040367,1935459756,284863762
Uttar Pradesh,LUCKNOW,0,3,Hand,1,0,56.0,1,2,180011,2040367,49765383,0
Punjab,LUDHIANA,1,3,Hand,1,3,43.0,1,1,383795,1683325,54281096,3331266
Punjab,LUDHIANA,0,63,Letter Box,1,8,48.0,1,4,307423,1683325,123412923,12443000
Punjab,LUDHIANA,0,21,Scales,1,0,69.0,1,8,299435,1683325,41621765,0
Punjab,LUDHIANA,0,20,Broom,1,0,32.0,1,3,15945,1683325,1902817,0
Uttar Pradesh,MACHHLISHAHR,1,1,Lotus,1,0,58.0,2,4,488397,1848306,259027394,11194163
Uttar Pradesh,MACHHLISHAHR,0,4,Elephant,1,1,70.0,2,4,488216,1848306,102095537,11700000
Uttar Pradesh,MACHHLISHAHR,0,17,Walking Stick,1,0,70.0,2,2,11223,1848306,4441330,0
Andhra Pradesh,MACHILIPATNAM,1,13,Ceiling Fan,1,2,50.0,1,2,572850,1473347,990575840,746310844
Andhra Pradesh,MACHILIPATNAM,0,14,Bicycle,1,0,68.0,1,1,512612,1473347,58649214,16809408
Andhra Pradesh,MACHILIPATNAM,0,15,Glass Tumbler,1,0,44.0,1,2,113442,1473347,100800000,37600000
Maharashtra,MADHA,1,1,Lotus,1,2,42.0,1,1,586314,1909574,1275160578,896315287
Maharashtra,MADHA,0,5,Clock,1,1,50.0,1,4,500550,1909574,493306415,112417440
Maharashtra,MADHA,0,6,Key,1,1,78.0,1,8,51532,1909574,19159126,1606630
Maharashtra,MADHA,0,18,Tent,1,0,43.0,1,9,12869,1909574,62512874,112981121
Bihar,MADHEPURA,1,46,Arrow,1,1,67.0,1,8,624334,1884883,37420953,700000
Bihar,MADHEPURA,0,30,Hurricane Lamp,1,3,71.0,1,8,322807,1884883,81533690,0
Bihar,MADHEPURA,0,95,HOCKEY & BALL,1,31,51.0,1,4,97631,1884883,119543561,17695194
Bihar,MADHEPURA,0,18,COCONUT FARM,1,0,57.0,1,2,17584,1884883,11276322,0
Bihar,MADHUBANI,1,1,Lotus,1,1,49.0,1,3,595843,1792798,46699125,7892847
Bihar,MADHUBANI,0,86,Boat with Man and Sail,1,0,46.0,1,12,140903,1792798,0,0
Bihar,MADHUBANI,0,18,Helicopter,1,1,63.0,1,8,131530,1792798,26802196,0
Bihar,MADHUBANI,0,18,Bat,2,0,57.0,1,6,14254,1792798,10874083,0
Bihar,MADHUBANI,0,18,Almirah,1,0,30.0,1,2,12492,1792798,757606,0
Bihar,MADHUBANI,0,96,DIAMOND,1,0,39.0,1,2,10127,1792798,189200,0
Tamil Nadu,MADURAI,1,8,"Hammer, Sickle and Star",1,0,49.0,1,1,447075,1539026,1811456,0
Tamil Nadu,MADURAI,0,29,Two Leaves,1,0,36.0,1,2,307680,1539026,32239213,8700000
Tamil Nadu,MADURAI,0,18,Gift Pack,1,3,42.0,1,8,85747,1539026,28787054,330000
Tamil Nadu,MADURAI,0,28,Battery Torch,1,0,52.0,1,8,85048,1539026,6297227,4676374
Tamil Nadu,MADURAI,0,27,Ganna Kisan,2,0,38.0,1,2,42901,1539026,175000,0
Telangana,MAHABUBABAD,1,2,Car,2,1,39.0,3,4,462109,1424385,19731269,1252068
Telangana,MAHABUBABAD,0,3,Hand,1,1,55.0,3,6,315446,1424385,43570110,33600000
Telangana,MAHABUBABAD,0,97,BOX,1,1,33.0,3,2,57073,1424385,0,0
Telangana,MAHABUBABAD,0,8,Ears of Corn And Sickle,1,0,45.0,3,6,45719,1424385,676200,0
Telangana,MAHABUBABAD,0,1,Lotus,1,0,37.0,3,4,25487,1424385,29043582,9000000
Telangana,MAHABUBABAD,0,18,Camera,1,0,38.0,3,2,14866,1424385,2750000,1025000
Telangana,MAHABUBABAD,0,18,Scissors,2,0,49.0,3,11,11058,1424385,596000,0
Uttar Pradesh,MAHARAJGANJ,1,1,Lotus,1,5,54.0,1,1,726349,1915408,371827109,4483048
Bihar,MAHARAJGANJ,1,1,Lotus,1,5,55.0,1,4,546352,1807768,10451986,376000
Bihar,MAHARAJGANJ,0,30,Hurricane Lamp,1,3,36.0,1,1,315580,1807768,39112311,6266511
Uttar Pradesh,MAHARAJGANJ,0,12,Bicycle,1,4,55.0,1,4,385925,1915408,82263380,0
Uttar Pradesh,MAHARAJGANJ,0,3,Hand,2,0,41.0,1,2,72516,1915408,85042997,7395000
Bihar,MAHARAJGANJ,0,4,Elephant,1,5,51.0,1,4,25039,1807768,79825395,22404267
Bihar,MAHARAJGANJ,0,18,Cauliflower,1,0,47.0,1,8,20497,1807768,35623127,1547000
Bihar,MAHARAJGANJ,0,18,Whistle,1,1,67.0,1,8,13137,1807768,13459000,950000
Chhattisgarh,MAHASAMUND,1,1,Lotus,1,0,51.0,1,4,616580,1637951,17591683,1383014
Chhattisgarh,MAHASAMUND,0,3,Hand,1,0,66.0,1,1,526069,1637951,92123717,106791
Chhattisgarh,MAHASAMUND,0,18,Glass Tumbler,1,1,33.0,1,1,15491,1637951,3775400,0
Telangana,MAHBUBNAGAR,1,2,Car,1,0,60.0,1,1,411402,1506102,63353123,4569251
Telangana,MAHBUBNAGAR,0,1,Lotus,2,2,59.0,1,6,333573,1506102,788398644,51670191
Telangana,MAHBUBNAGAR,0,3,Hand,1,4,38.0,1,1,193631,1506102,15759063,1722846
Gujarat,MAHESANA,1,1,Lotus,2,0,71.0,1,1,659525,1648869,440308300,7477793
Gujarat,MAHESANA,0,3,Hand,1,0,73.0,1,8,378006,1648869,698773712,96220673
Uttar Pradesh,MAINPURI,1,12,Bicycle,1,1,79.0,1,2,524926,1723236,205604593,22055657
Uttar Pradesh,MAINPURI,0,1,Lotus,1,0,60.0,1,5,430537,1723236,26146972,0
Kerala,MALAPPURAM,1,98,Ladder,1,2,67.0,1,4,589873,1370544,52932535,0
Kerala,MALAPPURAM,0,8,"Hammer, Sickle and Star",1,9,30.0,1,2,329720,1370544,5438969,0
Kerala,MALAPPURAM,0,1,Lotus,1,0,54.0,1,8,82332,1370544,12100000,0
Kerala,MALAPPURAM,0,58,Auto- Rickshaw,1,2,48.0,1,6,19106,1370544,1203908,0
West Bengal,MALDAHA DAKSHIN,1,3,Hand,1,0,72.0,1,3,444270,1575590,270959520,728107
West Bengal,MALDAHA DAKSHIN,0,1,Lotus,2,1,54.0,1,2,436048,1575590,10132939,2840000
West Bengal,MALDAHA DAKSHIN,0,10,Flowers and Grass,1,0,63.0,1,8,351353,1575590,13573609,0
West Bengal,MALDAHA UTTAR,1,1,Lotus,1,4,59.0,3,4,509524,1685955,10232439,1070914
West Bengal,MALDAHA UTTAR,0,10,Flowers and Grass,2,2,39.0,1,8,425236,1685955,14786683,386896
West Bengal,MALDAHA UTTAR,0,3,Hand,1,0,47.0,1,4,305270,1685955,8613504,354254
West Bengal,MALDAHA UTTAR,0,8,"Hammer, Sickle and Star",1,1,69.0,1,4,50401,1685955,10978779,0
Telangana,MALKAJGIRI,1,3,Hand,1,42,51.0,1,4,603748,3150313,245357182,27807304
Telangana,MALKAJGIRI,0,2,Car,1,0,50.0,1,1,592829,3150313,567940114,91408506
Telangana,MALKAJGIRI,0,1,Lotus,1,1,59.0,1,2,304282,3150313,25940000,6100000
Telangana,MALKAJGIRI,0,15,Glass Tumbler,1,0,43.0,1,6,28420,3150313,139714395,40743724
Himachal Pradesh,MANDI,1,1,Lotus,1,0,60.0,1,6,647189,1281462,15724337,783963
Himachal Pradesh,MANDI,0,3,Hand,1,0,32.0,1,5,241730,1281462,48523665,16286033
Himachal Pradesh,MANDI,0,8,"Hammer, Sickle and Star",1,1,48.0,1,2,14838,1281462,4303590,934823
Madhya Pradesh,MANDLA,1,1,Lotus,1,0,59.0,3,2,737266,1951267,26702373,1000075
Madhya Pradesh,MANDLA,0,3,Hand,1,1,58.0,3,4,639592,1951267,3182853,0
Madhya Pradesh,MANDLA,0,92,Saw,1,0,57.0,3,7,48925,1951267,15377000,282000
Madhya Pradesh,MANDLA,0,99,FLUTE,1,0,43.0,3,1,15709,1951267,2120000,0
Madhya Pradesh,MANDLA,0,18,Helicopter,1,0,40.0,3,2,15626,1951267,2313900,294000
Madhya Pradesh,MANDSOUR,1,1,Lotus,1,1,59.0,1,2,847786,1760875,90908944,799283
Madhya Pradesh,MANDSOUR,0,3,Hand,2,0,45.0,1,2,471052,1760875,6759260,0
Karnataka,MANDYA,1,18,Man Blowing Turha,2,0,55.0,1,6,703660,1712004,234154139,14232295
Karnataka,MANDYA,0,34,A lady farmer carrying paddy on her head,1,0,31.0,1,4,577784,1712004,740087761,353629176
Karnataka,MANDYA,0,18,Sitar,1,0,36.0,1,6,18323,1712004,660000,1160000
Assam,MANGALDOI,1,1,Lotus,1,0,45.0,1,4,735469,1800237,6206286,0
Assam,MANGALDOI,0,3,Hand,1,0,67.0,1,2,596924,1800237,126699173,0
Assam,MANGALDOI,0,90,Tractor Chalata Kisan,1,0,55.0,3,2,103870,1800237,1035500,0
Uttar Pradesh,MATHURA,1,1,Lotus,2,0,70.0,1,3,671293,1807893,2508270292,131288062
Uttar Pradesh,MATHURA,0,44,Hand Pump,1,2,66.0,1,4,377822,1807893,216820285,5708000
Uttar Pradesh,MATHURA,0,3,Hand,1,0,63.0,1,4,28084,1807893,356953188,0
West Bengal,MATHURAPUR,1,10,Flowers and Grass,1,0,80.0,2,2,726828,1652096,10667304,0
West Bengal,MATHURAPUR,0,1,Lotus,1,0,46.0,2,2,522854,1652096,3592432,400000
West Bengal,MATHURAPUR,0,8,"Hammer, Sickle and Star",1,0,42.0,2,8,92417,1652096,6853079,0
West Bengal,MATHURAPUR,0,3,Hand,1,0,63.0,2,6,32324,1652096,844789,258300
Maharashtra,MAVAL,1,19,Bow and Arrow,1,3,55.0,1,7,720663,2298080,1023310134,416612
Maharashtra,MAVAL,0,5,Clock,1,0,29.0,1,4,504750,2298080,201239333,93613295
Maharashtra,MAVAL,0,6,Cup & Saucer,1,0,47.0,1,5,75904,2298080,6525572,534788
Kerala,MAVELIKKARA,1,3,Hand,1,1,56.0,2,2,440415,1308102,12965129,982819
Kerala,MAVELIKKARA,0,8,Ears of Corn And Sickle,1,0,53.0,2,6,379277,1308102,3725488,953336
Kerala,MAVELIKKARA,0,9,Pot,1,0,64.0,2,6,133546,1308102,4926063,400000
Tamil Nadu,MAYILADUTHURAI,1,25,Rising Sun,1,0,74.0,1,4,599292,1484842,13355095,215000
Tamil Nadu,MAYILADUTHURAI,0,29,Two Leaves,1,0,64.0,1,2,337978,1484842,17159486,354102
Tamil Nadu,MAYILADUTHURAI,0,18,Gift Pack,1,2,39.0,1,1,69030,1484842,6270000,0
Tamil Nadu,MAYILADUTHURAI,0,27,Ganna Kisan,2,0,27.0,1,4,41056,1484842,525600,57500
Tamil Nadu,MAYILADUTHURAI,0,28,Battery Torch,1,0,46.0,1,7,17005,1484842,8606404,6100000
Odisha,MAYURBHANJ,1,1,Lotus,1,1,54.0,3,6,483812,1493205,2742000,400000
Odisha,MAYURBHANJ,0,37,Conch,1,0,41.0,3,8,458556,1493205,11842615,632703
Odisha,MAYURBHANJ,0,62,Bow & Arrow,2,0,47.0,3,1,135552,1493205,28247881,7196331
Odisha,MAYURBHANJ,0,18,Pot,2,0,47.0,3,2,13937,1493205,10673347,1000000
Telangana,MEDAK,1,2,Car,1,0,53.0,1,4,596048,1603318,1266581773,268266203
Telangana,MEDAK,0,3,Hand,1,1,46.0,1,6,279621,1603318,121568484,38100000
Telangana,MEDAK,0,1,Lotus,1,0,54.0,1,8,201567,1603318,126488701,6900000
Telangana,MEDAK,0,18,BOX,1,0,49.0,1,1,18813,1603318,10428157,100000
Telangana,MEDAK,0,18,Camera,1,0,61.0,1,11,14711,1603318,510000,30000
Telangana,MEDAK,0,18,Road Roller,1,0,33.0,2,1,13998,1603318,51000,0
West Bengal,MEDINIPUR,1,1,Lotus,1,14,54.0,1,6,685433,1674236,4536462,0
West Bengal,MEDINIPUR,0,10,Flowers and Grass,1,0,67.0,1,8,596481,1674236,67663831,2600000
West Bengal,MEDINIPUR,0,8,Ears of Corn And Sickle,1,3,50.0,1,7,62319,1674236,5306513,775323
West Bengal,MEDINIPUR,0,3,Hand,1,2,64.0,1,4,20807,1674236,3548014,0
Uttar Pradesh,MEERUT,1,1,Lotus,1,3,68.0,1,2,586184,1892931,13489377,1990094
Uttar Pradesh,MEERUT,0,4,Elephant,1,6,60.0,1,7,581455,1892931,89793968,0
Uttar Pradesh,MEERUT,0,3,Hand,1,1,68.0,1,4,34479,1892931,115801988,3686064
Uttar Pradesh,MIRZAPUR,1,100,Cup & Saucer,2,2,37.0,1,2,591564,1845150,26900662,1805603
Uttar Pradesh,MIRZAPUR,0,12,Bicycle,1,0,54.0,2,1,359556,1845150,26572962,0
Uttar Pradesh,MIRZAPUR,0,3,Hand,1,3,41.0,1,4,91501,1845150,79195975,2723790
Uttar Pradesh,MIRZAPUR,0,101,Glass Tumbler,1,0,64.0,2,7,14142,1845150,586200,0
Uttar Pradesh,MISRIKH,1,1,Lotus,1,0,52.0,2,2,534429,1796932,48771207,5735470
Uttar Pradesh,MISRIKH,0,4,Elephant,2,0,44.0,2,3,433757,1796932,39928000,300000
Uttar Pradesh,MISRIKH,0,3,Hand,2,1,53.0,2,2,26505,1796932,54872128,1350000
Mizoram,MIZORAM,1,102,Star,1,0,62.0,3,4,224286,792464,131201374,0
Mizoram,MIZORAM,0,18,Triangle,1,0,41.0,3,2,216146,792464,13891235,6000000
Mizoram,MIZORAM,0,1,Lotus,1,0,59.0,3,8,28707,792464,15655480,1016188
Mizoram,MIZORAM,0,103,DIAMOND,1,0,36.0,3,6,13323,792464,7724713,2145065
Mizoram,MIZORAM,0,18,Tyres,1,0,54.0,3,8,12675,792464,13499370,2500000
Uttar Pradesh,MOHANLALGANJ,1,1,Lotus,1,1,59.0,2,4,629999,2023431,55530561,0
Uttar Pradesh,MOHANLALGANJ,0,4,Elephant,1,1,49.0,2,2,539795,2023431,83407710,6808934
Uttar Pradesh,MOHANLALGANJ,0,3,Hand,1,0,60.0,2,8,60069,2023431,9185305,0
Uttar Pradesh,MORADABAD,1,12,Bicycle,1,0,60.0,1,2,649416,1958939,55795546,500000
Uttar Pradesh,MORADABAD,0,1,Lotus,1,3,67.0,1,6,551538,1958939,102903614,600000
Uttar Pradesh,MORADABAD,0,3,Hand,1,0,32.0,1,2,59198,1958939,31547689,10034039
Madhya Pradesh,MORENA,1,1,Lotus,1,1,61.0,1,4,541689,1837723,23062224,6689767
Madhya Pradesh,MORENA,0,3,Hand,1,1,59.0,1,2,428348,1837723,44669161,1052042
Madhya Pradesh,MORENA,0,4,Elephant,1,5,61.0,1,7,129380,1837723,441032899,11599732
Maharashtra,MUMBAI NORTH,1,1,Lotus,1,9,65.0,1,11,706678,1647350,157535232,21136135
Maharashtra,MUMBAI NORTH,0,3,Hand,2,0,48.0,1,1,241431,1647350,689063226,1894201
Maharashtra,MUMBAI NORTH,0,6,Cup & Saucer,1,0,48.0,2,4,15691,1647350,890000,60000
Maharashtra,MUMBAI NORTH CENTRAL,1,1,Lotus,2,2,38.0,1,5,486672,1679891,22242513,0
Maharashtra,MUMBAI NORTH CENTRAL,0,3,Hand,2,0,52.0,1,4,356667,1679891,962096603,36057947
Maharashtra,MUMBAI NORTH CENTRAL,0,6,Cup & Saucer,1,0,46.0,1,3,33703,1679891,1000402,1709730
Maharashtra,MUMBAI NORTH EAST,1,1,Lotus,1,2,46.0,1,6,514599,1588693,54661944,2048000
Maharashtra,MUMBAI NORTH EAST,0,5,Clock,1,1,50.0,1,4,288113,1588693,26109673,0
Maharashtra,MUMBAI NORTH EAST,0,6,Cup & Saucer,2,0,50.0,1,4,68239,1588693,2927285,32490
Maharashtra,MUMBAI NORTH WEST,1,19,Bow and Arrow,1,0,75.0,1,4,570063,1732263,105392000,4032000
Maharashtra,MUMBAI NORTH WEST,0,3,Hand,1,11,54.0,1,4,309735,1732263,122093505,8399569
Maharashtra,MUMBAI NORTH WEST,0,6,Cup & Saucer,1,0,46.0,1,7,23422,1732263,95452500,4342000
Maharashtra,MUMBAI SOUTH,1,19,Bow and Arrow,1,1,67.0,1,4,421937,1554176,27181577,0
Maharashtra,MUMBAI SOUTH,0,3,Hand,1,0,43.0,1,4,321870,1554176,793200422,49681435
Maharashtra,MUMBAI SOUTH,0,6,Cup & Saucer,1,0,68.0,1,5,30348,1554176,101100914,992020
Maharashtra,MUMBAI SOUTH CENTRAL,1,19,Bow & Arrow,1,0,47.0,2,5,424913,1440380,18881363,7778954
Maharashtra,MUMBAI SOUTH CENTRAL,0,3,Hand,1,0,79.0,1,6,272774,1440380,218952482,25590000
Maharashtra,MUMBAI SOUTH CENTRAL,0,6,Cup & Saucer,1,3,51.0,1,8,63412,1440380,1250624308,237660077
Maharashtra,MUMBAI SOUTH CENTRAL,0,4,Elephant,1,1,41.0,1,11,8635,1440380,3647388,0
Bihar,MUNGER,1,46,Arrow,1,1,65.0,1,4,528762,1888025,88324866,7534918
Bihar,MUNGER,0,3,Hand,2,2,48.0,1,9,360825,1888025,621659689,214610632
Bihar,MUNGER,0,18,Tractor Chalata Kisan,1,0,38.0,1,4,18646,1888025,12545972,634728
Bihar,MUNGER,0,18,Bat,1,0,50.0,1,7,15893,1888025,1152595,0
Bihar,MUNGER,0,18,Balloon,1,0,46.0,1,1,12370,1888025,464986,0
Bihar,MUNGER,0,18,Air Conditioner,1,0,42.0,2,8,11054,1888025,1595000,0
Bihar,MUNGER,0,4,Elephant,1,3,34.0,2,1,10612,1888025,4407000,0
West Bengal,MURSHIDABAD,1,10,Flowers and Grass,1,3,57.0,1,7,604346,1725187,8926616,1350000
West Bengal,MURSHIDABAD,0,3,Hand,1,0,69.0,1,2,377929,1725187,8021988,0
West Bengal,MURSHIDABAD,0,1,Lotus,1,10,56.0,1,1,247809,1725187,36308374,4900000
West Bengal,MURSHIDABAD,0,8,"Hammer, Sickle and Star",1,0,64.0,1,4,180793,1725187,4893387,42492
Uttar Pradesh,MUZAFFARNAGAR,1,1,Lotus,1,1,46.0,1,3,573780,1698003,15781189,2373645
Uttar Pradesh,MUZAFFARNAGAR,0,44,Hand Pump,1,0,78.0,1,2,567254,1698003,166125602,0
Bihar,MUZAFFARPUR,1,1,Lotus,1,1,50.0,1,4,666878,1730553,298867486,15714320
Bihar,MUZAFFARPUR,0,86,Boat with Man and Sail,1,0,41.0,1,2,256890,1730553,71600000,14100000
Bihar,MUZAFFARPUR,0,104,Gas Cylinder,1,0,70.0,1,1,24526,1730553,2025238,300000
Bihar,MUZAFFARPUR,0,105,Water Melon,1,0,40.0,1,4,15843,1730553,8678000,380000
Karnataka,MYSORE,1,1,Lotus,1,3,42.0,1,2,688974,1896333,18723762,6586698
Karnataka,MYSORE,0,3,Hand,1,0,62.0,1,4,550327,1896333,46434790,3500000
Karnataka,MYSORE,0,4,Elephant,1,1,46.0,1,8,24597,1896333,20100180,11200000
Odisha,NABARANGPUR,1,37,Conch,1,0,40.0,3,4,392504,1461004,8100600,771000
Odisha,NABARANGPUR,0,3,Hand,1,10,43.0,3,4,350870,1461004,2347000,0
Odisha,NABARANGPUR,0,1,Lotus,1,0,57.0,3,4,342839,1461004,87471475,2621246
Odisha,NABARANGPUR,0,4,Elephant,1,0,59.0,3,4,28905,1461004,2142479,0
