STATE,CONSTITUENCY,WINNER,PARTY,SYMBOL,GENDER,CRIMINAL CASES,AGE,CATEGORY,EDUCATION,TOTAL VOTES,TOTAL ELECTORS,ASSETS,LIABILITIES
Karnataka,DAKSHINA KANNADA,0,3,Hand,1,1,34.0,1,4,499664,1724976,32963608,14804098
Karnataka,DAKSHINA KANNADA,0,58,Gas Cylinder,1,1,57.0,1,1,46839,1724976,501640,0
Daman & Diu,DAMAN & DIU,1,1,Lotus,1,0,63.0,1,7,37597,121740,213993750,9969514
Daman & Diu,DAMAN & DIU,0,3,Hand,1,5,44.0,1,5,27655,121740,173222574,43113473
Daman & Diu,DAMAN & DIU,0,18,SHIP,1,8,42.0,1,4,19938,121740,2698150,0
Madhya Pradesh,DAMOH,1,1,Lotus,1,0,59.0,1,8,704524,1768777,43292483,4230614
Madhya Pradesh,DAMOH,0,3,Hand,1,0,57.0,1,6,351113,1768777,23844753,120000
Madhya Pradesh,DAMOH,0,4,Elephant,1,0,34.0,1,7,45848,1768777,2188000,0
Bihar,DARBHANGA,1,1,Lotus,1,0,49.0,1,2,586668,1654811,19301808,1039660
Bihar,DARBHANGA,0,30,Hurricane Lamp,1,0,67.0,1,1,318689,1654811,21127716,911152
Bihar,DARBHANGA,0,18,Cup & Saucer,1,0,58.0,1,9,13774,1654811,574658,0
Bihar,DARBHANGA,0,4,Elephant,1,1,64.0,1,9,11255,1654811,7761074,120000
West Bengal,DARJEELING,1,1,Lotus,1,0,33.0,1,4,750067,1611317,151106062,27428941
West Bengal,DARJEELING,0,10,Flowers and Grass,1,2,71.0,1,2,336624,1611317,17051116,120000
West Bengal,DARJEELING,0,3,Hand,1,2,65.0,2,4,65186,1611317,36563205,0
West Bengal,DARJEELING,0,8,"Hammer, Sickle and Star",1,7,46.0,1,4,50524,1611317,2994408,0
West Bengal,DARJEELING,0,18,Pen Nib with Seven Rays,1,0,49.0,1,1,15973,1611317,3775000,0
Rajasthan,DAUSA,1,1,Lotus,2,0,71.0,3,2,548733,1730289,143742564,5825431
Rajasthan,DAUSA,0,3,Hand,2,0,54.0,3,1,470289,1730289,111123791,1432480
Rajasthan,DAUSA,0,4,Elephant,1,0,36.0,3,2,13414,1730289,1000,0
Karnataka,DAVANAGERE,1,1,Lotus,1,0,67.0,1,6,652996,1633064,380164932,14670809
Karnataka,DAVANAGERE,0,3,Hand,1,0,51.0,1,6,483294,1633064,30895000,1412482
Uttar Pradesh,DEORIA,1,1,Lotus,1,1,69.0,1,8,580644,1754195,29451678,9310684
Uttar Pradesh,DEORIA,0,4,Elephant,1,0,56.0,1,12,330713,1754195,0,0
Uttar Pradesh,DEORIA,0,3,Hand,1,0,57.0,1,12,51056,1754195,0,0
Madhya Pradesh,DEWAS,1,1,Lotus,1,0,35.0,2,8,862429,1760503,3812464,1832631
Madhya Pradesh,DEWAS,0,3,Hand,1,0,65.0,2,2,490180,1760503,12898376,810000
Madhya Pradesh,DEWAS,0,4,Elephant,1,0,43.0,2,2,18338,1760503,7165222,402000
Jharkhand,DHANBAD,1,1,Lotus,1,0,69.0,1,4,827234,2072634,27286918,0
Jharkhand,DHANBAD,0,3,Hand,1,4,58.0,1,4,341040,2072634,84026755,5147300
Madhya Pradesh,DHAR,1,1,Lotus,1,1,65.0,3,2,722147,1786151,23198238,2471613
Madhya Pradesh,DHAR,0,3,Hand,1,0,38.0,3,4,566118,1786151,53425064,4484036
Madhya Pradesh,DHAR,0,4,Elephant,1,0,61.0,3,2,13827,1786151,11919939,1400000
Tamil Nadu,DHARMAPURI,1,25,Rising Sun,1,1,41.0,1,2,574988,1485804,48477451,6053502
Tamil Nadu,DHARMAPURI,0,26,Mango,1,12,50.0,1,8,504235,1485804,338535112,72681681
Tamil Nadu,DHARMAPURI,0,18,Gift Pack,1,4,57.0,1,2,53655,1485804,48079072,5306342
Tamil Nadu,DHARMAPURI,0,27,Ganna Kisan,2,0,30.0,1,2,19674,1485804,1378000,0
Tamil Nadu,DHARMAPURI,0,28,Battery Torch,1,1,43.0,1,2,15614,1485804,16426500,5394587
Karnataka,DHARWAD,1,1,Lotus,1,1,56.0,1,4,684837,1727311,111384447,51736254
Karnataka,DHARWAD,0,3,Hand,1,0,52.0,1,1,479765,1727311,197860927,0
Uttar Pradesh,DHAURAHRA,1,1,Lotus,2,3,45.0,1,1,512905,1644674,24735488,7095916
Uttar Pradesh,DHAURAHRA,0,4,Elephant,1,7,63.0,1,6,352294,1644674,524986176,176677024
Uttar Pradesh,DHAURAHRA,0,3,Hand,1,0,42.0,1,2,162856,1644674,121801005,0
Odisha,DHENKANAL,1,37,Conch,1,1,58.0,2,1,522884,1504403,14529286,0
Odisha,DHENKANAL,0,1,Lotus,1,7,59.0,1,4,487472,1504403,3628704,0
Odisha,DHENKANAL,0,3,Hand,1,0,77.0,1,1,80349,1504403,154100240,0
Assam,DHUBRI,1,50,Lock and Key,1,7,63.0,1,2,718764,1858566,788064044,10159381
Assam,DHUBRI,0,3,Hand,1,1,52.0,1,2,492506,1858566,37395652,2210543
Assam,DHUBRI,0,49,Elephant,1,0,50.0,1,4,399733,1858566,12133685,1391293
Maharashtra,DHULE,1,1,Lotus,1,2,66.0,1,2,613533,1908173,158651112,1000000
Maharashtra,DHULE,0,3,Hand,1,1,45.0,1,4,384290,1908173,420966036,585784500
Maharashtra,DHULE,0,6,Cup & Saucer,1,1,46.0,1,11,39449,1908173,117652383,0
West Bengal,DIAMOND HARBOUR,1,10,Flowers and Grass,1,0,31.0,1,4,791127,1719190,13794320,0
West Bengal,DIAMOND HARBOUR,0,1,Lotus,1,4,43.0,1,2,470533,1719190,4559455,935601
West Bengal,DIAMOND HARBOUR,0,8,"Hammer, Sickle and Star",1,0,48.0,1,8,93941,1719190,36020256,0
West Bengal,DIAMOND HARBOUR,0,3,Hand,1,0,49.0,1,2,19828,1719190,12534000,500000
Assam,DIBRUGARH,1,1,Lotus,1,0,48.0,1,6,659583,1314319,4370067,0
Assam,DIBRUGARH,0,3,Hand,1,0,67.0,1,4,295017,1314319,57488181,0
Tamil Nadu,DINDIGUL,1,25,Rising Sun,1,0,52.0,1,10,746523,1541881,148076407,31474526
Tamil Nadu,DINDIGUL,0,26,Mango,1,0,48.0,1,12,207551,1541881,0,0
Tamil Nadu,DINDIGUL,0,18,Gift Pack,1,1,42.0,1,2,62875,1541881,38770497,8000000
Tamil Nadu,DINDIGUL,0,27,Ganna Kisan,1,0,56.0,1,12,54957,1541881,0,0
Tamil Nadu,DINDIGUL,0,28,Battery Torch,1,0,52.0,1,8,38784,1541881,58904398,25302234
Maharashtra,DINDORI,1,1,Lotus,2,0,40.0,3,8,567470,1732936,122885349,1449572
Maharashtra,DINDORI,0,5,Clock,1,1,44.0,3,1,368691,1732936,11989452,12518538
Maharashtra,DINDORI,0,8,"Hammer, Sickle and Star",1,7,70.0,3,4,109570,1732936,22228892,683365
Maharashtra,DINDORI,0,6,Cup & Saucer,1,0,53.0,3,6,58847,1732936,3360369,220000
Uttar Pradesh,DOMARIYAGANJ,1,1,Lotus,1,3,68.0,1,2,492253,1885433,103366710,2838478
Uttar Pradesh,DOMARIYAGANJ,0,4,Elephant,1,3,37.0,1,4,386932,1885433,63242772,19391778
Uttar Pradesh,DOMARIYAGANJ,0,3,Hand,1,0,37.0,1,2,60549,1885433,64076173,24438446
West Bengal,DUM DUM,1,10,Flowers and Grass,1,1,71.0,1,2,512062,1566196,42518790,0
West Bengal,DUM DUM,0,1,Lotus,1,2,53.0,2,4,459060,1566196,706493,0
West Bengal,DUM DUM,0,8,"Hammer, Sickle and Star",1,2,67.0,1,4,167590,1566196,7743732,0
West Bengal,DUM DUM,0,3,Hand,1,1,37.0,1,8,29097,1566196,12367000,5296000
Jharkhand,DUMKA,1,1,Lotus,1,0,39.0,3,1,484923,1397253,4737559,685516
Jharkhand,DUMKA,0,62,Bow & Arrow,1,0,72.0,3,6,437333,1397253,72593962,14999229
Jharkhand,DUMKA,0,18,Stethoscope,1,0,60.0,3,8,16562,1397253,3010115,0
Jharkhand,DUMKA,0,8,Ears of Corn And Sickle,1,0,45.0,3,6,16157,1397253,2468599,341860
Jharkhand,DUMKA,0,10,Flowers and Grass,1,0,44.0,3,6,13104,1397253,1566773,8000
Jharkhand,DUMKA,0,18,Television,1,0,45.0,3,7,12609,1397253,47000,0
Chhattisgarh,DURG,1,1,Lotus,1,0,59.0,1,4,849374,1940269,34429027,8748686
Chhattisgarh,DURG,0,3,Hand,2,0,61.0,1,1,457396,1940269,54656426,878370
Chhattisgarh,DURG,0,4,Elephant,2,0,25.0,1,2,20124,1940269,5448306,2900000
NCT OF Delhi,EAST DELHI,1,1,Lotus,1,1,37.0,1,1,696156,2039302,1471587789,342035860
NCT OF Delhi,EAST DELHI,0,3,Hand,1,0,50.0,1,4,304934,2039302,50452066,0
NCT OF Delhi,EAST DELHI,0,20,Broom,2,1,37.0,1,2,219328,2039302,12012824,0
NCT OF Delhi,EAST DELHI,0,4,Elephant,1,0,48.0,2,1,19090,2039302,4693400,845000
Andhra Pradesh,ELURU,1,13,Ceiling Fan,1,0,46.0,1,4,676809,1594950,462808829,33560974
Andhra Pradesh,ELURU,0,14,Bicycle,1,1,59.0,1,6,510884,1594950,199762023,33303902
Andhra Pradesh,ELURU,0,15,Glass Tumbler,1,0,71.0,1,12,76827,1594950,0,0
Andhra Pradesh,ELURU,0,3,Hand,1,0,55.0,1,4,20378,1594950,69600598,2402881
Kerala,ERNAKULAM,1,3,Hand,1,7,35.0,1,4,491263,1245972,7908467,200000
Kerala,ERNAKULAM,0,8,"Hammer, Sickle and Star",1,6,51.0,1,8,322110,1245972,48174090,1629133
Kerala,ERNAKULAM,0,1,Lotus,1,1,65.0,1,4,137749,1245972,115836275,0
Tamil Nadu,ERODE,1,25,Rising Sun,1,0,72.0,1,4,563591,1462246,43110000,2060000
Tamil Nadu,ERODE,0,29,Two Leaves,1,0,52.0,1,1,352973,1462246,77573699,29371716
Tamil Nadu,ERODE,0,28,Battery Torch,1,0,43.0,1,5,47719,1462246,11919500,3257200
Tamil Nadu,ERODE,0,27,Ganna Kisan,2,2,43.0,1,2,39010,1462246,10895377,0
Tamil Nadu,ERODE,0,18,Gift Pack,1,0,41.0,1,4,25858,1462246,27500000,7900000
Uttar Pradesh,ETAH,1,1,Lotus,1,0,58.0,1,8,545348,1621295,383629735,100220000
Uttar Pradesh,ETAH,0,12,Bicycle,1,0,70.0,1,3,422678,1621295,2046415655,53156203
Uttar Pradesh,ETAWAH,0,1,Lotus,1,12,54.0,2,3,522119,1757984,15154538,7304616
Uttar Pradesh,ETAWAH,0,12,Bicycle,1,0,35.0,2,4,457682,1757984,11207526,2190246
Uttar Pradesh,ETAWAH,0,3,Hand,1,0,45.0,2,4,16570,1757984,24398780,1900000
Uttar Pradesh,FAIZABAD,1,1,Lotus,1,1,64.0,1,2,529021,1821785,31884642,11276478
Uttar Pradesh,FAIZABAD,0,12,Bicycle,1,8,55.0,1,1,463544,1821785,43920899,1560431
Uttar Pradesh,FAIZABAD,0,3,Hand,1,3,68.0,1,3,53386,1821785,14459169,409256
Haryana,FARIDABAD,1,1,Lotus,1,0,62.0,1,8,913222,2071816,369652786,105593242
Haryana,FARIDABAD,0,3,Hand,1,1,62.0,1,7,274983,2071816,120803457,0
Haryana,FARIDABAD,0,4,Elephant,1,0,43.0,1,6,86752,2071816,69370850,2600000
Punjab,FARIDKOT,1,3,Hand,1,0,78.0,2,11,419065,1541971,19793884,311043
Punjab,FARIDKOT,0,21,Scales,1,1,61.0,2,9,335809,1541971,82957653,0
Punjab,FARIDKOT,0,20,Broom,1,0,78.0,2,2,115319,1541971,15138283,3500000
Punjab,FARIDKOT,0,52,Key,1,0,61.0,2,1,43932,1541971,7513896,1510708
Uttar Pradesh,FARRUKHABAD,1,1,Lotus,1,0,50.0,1,4,569880,1708585,74964501,388246
Uttar Pradesh,FARRUKHABAD,0,4,Elephant,1,2,54.0,1,4,348178,1708585,547843588,174106490
Uttar Pradesh,FARRUKHABAD,0,3,Hand,1,1,66.0,1,2,55258,1708585,384280845,0
Punjab,FATEHGARH SAHIB,1,3,Hand,1,0,65.0,2,2,411651,1502861,32808836,0
Punjab,FATEHGARH SAHIB,0,21,Scales,1,1,66.0,2,2,317753,1502861,40931745,21054000
Punjab,FATEHGARH SAHIB,0,63,Letter Box,1,0,44.0,2,2,142274,1502861,7689077,4479598
Punjab,FATEHGARH SAHIB,0,20,Broom,1,0,35.0,2,1,62881,1502861,5069771,0
Uttar Pradesh,FATEHPUR,1,1,Lotus,2,0,52.0,1,1,566040,1839312,10667372,910148
Uttar Pradesh,FATEHPUR,0,4,Elephant,1,0,62.0,1,7,367835,1839312,74544921,4500729
Uttar Pradesh,FATEHPUR,0,3,Hand,1,8,63.0,1,2,66077,1839312,350670770,67794880
Uttar Pradesh,FATEHPUR SIKRI,1,1,Lotus,1,3,52.0,1,4,667147,1718837,14854247,356404
Uttar Pradesh,FATEHPUR SIKRI,0,3,Hand,1,4,68.0,1,4,172082,1718837,182861705,12294927
Uttar Pradesh,FATEHPUR SIKRI,0,4,Elephant,1,6,44.0,1,6,168043,1718837,13718806,0
Uttar Pradesh,FIROZABAD,1,1,Lotus,1,0,68.0,1,8,495819,1790510,42872395,0
Uttar Pradesh,FIROZABAD,0,12,Bicycle,1,0,32.0,1,8,467038,1790510,321157801,50358593
Uttar Pradesh,FIROZABAD,0,45,Key,1,0,64.0,1,8,91869,1790510,99833148,12918796
Punjab,FIROZPUR,1,21,Scales,1,4,56.0,1,2,633427,1618419,2179919870,954852600
Punjab,FIROZPUR,0,3,Hand,1,0,56.0,2,6,434577,1618419,85822451,11350390
Punjab,FIROZPUR,0,20,Broom,1,0,49.0,1,4,31872,1618419,6122270,200000
Punjab,FIROZPUR,0,8,Ears of Corn And Sickle,1,2,54.0,1,1,26128,1618419,2850000,0
Maharashtra,GADCHIROLI-CHIMUR,1,1,Lotus,1,0,55.0,3,1,519968,1581366,50136369,15682840
Maharashtra,GADCHIROLI-CHIMUR,0,3,Hand,1,0,48.0,3,2,442442,1581366,16211186,2153155
Maharashtra,GADCHIROLI-CHIMUR,0,6,Cup & Saucer,1,0,66.0,3,2,111468,1581366,10709012,600000
Maharashtra,GADCHIROLI-CHIMUR,0,4,Elephant,1,0,44.0,3,1,28104,1581366,5010301,0
Maharashtra,GADCHIROLI-CHIMUR,0,7,Coat,1,0,59.0,3,8,16117,1581366,4892338,550000
Gujarat,GANDHINAGAR,1,1,Lotus,1,4,54.0,1,1,894624,1945772,403275307,4769587
Gujarat,GANDHINAGAR,0,3,Hand,1,0,61.0,1,8,337610,1945772,120468223,19223728
Rajasthan,GANGANAGAR,1,1,Lotus,1,0,48.0,2,4,897177,1943486,21014362,3631287
Rajasthan,GANGANAGAR,0,3,Hand,1,0,63.0,2,4,490199,1943486,8701890,4470443
Rajasthan,GANGANAGAR,0,8,Ears of Corn And Sickle,1,0,74.0,2,9,18309,1943486,8282084,0
Uttarakhand,GARHWAL,1,1,Lotus,1,0,55.0,1,2,506980,1355796,15032657,3500000
Uttarakhand,GARHWAL,0,3,Hand,1,0,50.0,1,2,204311,1355796,79462193,5560112
Assam,GAUHATI,1,1,Lotus,2,0,67.0,1,4,1008936,2181319,630219570,34034178
Assam,GAUHATI,0,3,Hand,2,0,52.0,1,2,663330,2181319,162399812,17591733
Assam,GAUHATI,0,18,Auto- Rickshaw,1,0,53.0,1,8,21193,2181319,64530377,2602358
Uttar Pradesh,GAUTAM BUDDHA NAGAR,1,1,Lotus,1,0,59.0,1,8,830812,2302960,478759568,43863749
Uttar Pradesh,GAUTAM BUDDHA NAGAR,0,4,Elephant,1,1,42.0,1,7,493890,2302960,53581678,7070674
Uttar Pradesh,GAUTAM BUDDHA NAGAR,0,3,Hand,1,0,30.0,1,3,42077,2302960,99690439,35329571
Bihar,GAYA (SC),1,46,Arrow,1,3,55.0,2,1,467007,1704596,12766141,3148932
Bihar,GAYA (SC),0,39,Telephone,1,3,73.0,2,4,314581,1704596,3594156,61622
Bihar,GAYA (SC),0,64,Dolli,1,0,49.0,2,2,23462,1704596,4545813,559100
Bihar,GAYA (SC),0,7,Coat,1,1,61.0,2,2,20464,1704596,4080034,0
Bihar,GAYA (SC),0,65,Walking Stick,1,0,27.0,2,2,14553,1704596,414000,0
Bihar,GAYA (SC),0,66,Auto- Rickshaw,1,0,46.0,2,1,14532,1704596,3534000,218000
Bihar,GAYA (SC),0,4,Elephant,1,0,48.0,2,4,13031,1704596,1822000,166454
Bihar,GAYA (SC),0,67,Camera,1,0,38.0,2,6,11671,1704596,986000,500000
Bihar,GAYA (SC),0,68,Batsman,1,0,53.0,2,4,11165,1704596,8191437,3840400
Bihar,GAYA (SC),0,41,Table,1,0,49.0,2,8,10398,1704596,135315,0
Bihar,GAYA (SC),0,69,Envelope,1,0,52.0,2,6,9894,1704596,1694622,0
West Bengal,GHATAL,1,10,Flowers and Grass,1,0,36.0,1,5,717959,1800002,317320579,7879681
West Bengal,GHATAL,0,1,Lotus,2,11,56.0,1,2,609986,1800002,180138687,7339380
West Bengal,GHATAL,0,8,Ears of Corn And Sickle,1,0,63.0,1,1,97060,1800002,2754951,0
West Bengal,GHATAL,0,3,Hand,1,0,33.0,1,2,32839,1800002,11446716,0
Uttar Pradesh,GHAZIABAD,1,1,Lotus,1,2,67.0,1,3,944503,2728978,56545702,0
Uttar Pradesh,GHAZIABAD,0,12,Bicycle,1,0,76.0,1,2,443003,2728978,138522059,17300000
Uttar Pradesh,GHAZIABAD,0,3,Hand,2,0,34.0,1,2,111944,2728978,21001366,0
Uttar Pradesh,GHAZIPUR,1,4,Elephant,1,5,65.0,1,2,566082,1881077,137938756,0
Uttar Pradesh,GHAZIPUR,0,1,Lotus,1,0,59.0,1,8,446690,1881077,45285263,6116500
Uttar Pradesh,GHAZIPUR,0,17,Walking Stick,1,0,59.0,1,4,33877,1881077,18257859,307100
Uttar Pradesh,GHAZIPUR,0,3,Hand,1,1,46.0,1,8,19834,1881077,15733302,6807639
Uttar Pradesh,GHOSI,1,4,Elephant,1,13,36.0,1,4,573829,1991651,66536025,3454591
Uttar Pradesh,GHOSI,0,1,Lotus,1,0,78.0,1,9,451261,1991651,34341628,2800000
Uttar Pradesh,GHOSI,0,17,Walking Stick,1,0,53.0,1,6,39860,1991651,10613500,0
Uttar Pradesh,GHOSI,0,3,Hand,1,2,70.0,1,2,23812,1991651,11158421,673100
Uttar Pradesh,GHOSI,0,8,Ears of Corn And Sickle,1,0,64.0,1,8,14644,1991651,10411346,74745
Jharkhand,GIRIDIH,1,70,Banana,1,2,50.0,1,4,648277,1649413,13456889,1330000
Jharkhand,GIRIDIH,0,62,Bow & Arrow,1,3,52.0,1,6,399930,1649413,19570591,8156343
Jharkhand,GODDA,1,1,Lotus,1,4,47.0,1,3,637610,1716766,462757500,0
Jharkhand,GODDA,0,71,Comb,1,13,53.0,1,4,453383,1716766,14197149,0
Jharkhand,GODDA,0,4,Elephant,1,0,46.0,1,3,17583,1716766,873613,0
Jharkhand,GODDA,0,18,Hand Cart,1,0,82.0,1,2,16456,1716766,680000,0
Jharkhand,GODDA,0,18,Auto- Rickshaw,1,1,36.0,1,2,13613,1716766,410031,0
Uttar Pradesh,GONDA,1,1,Lotus,1,0,53.0,1,2,508190,1770248,232735285,23201603
Uttar Pradesh,GONDA,0,12,Bicycle,1,4,52.0,1,1,341830,1770248,26080396,3500000
Uttar Pradesh,GONDA,0,3,Hand,2,0,62.0,1,1,25686,1770248,157585039,50520999
Bihar,GOPALGANJ (SC),1,46,Arrow,1,0,61.0,2,2,568150,1839514,32739903,3576376
Bihar,GOPALGANJ (SC),0,30,Hurricane Lamp,1,1,41.0,2,4,281716,1839514,8195606,21600
Bihar,GOPALGANJ (SC),0,4,Elephant,1,0,29.0,2,2,36016,1839514,200000,0
Bihar,GOPALGANJ (SC),0,18,Cauliflower,1,0,40.0,2,4,15600,1839514,6959365,0
Bihar,GOPALGANJ (SC),0,18,Air Conditioner,1,3,46.0,2,9,13807,1839514,4069000,50000
Bihar,GOPALGANJ (SC),0,18,Helicopter,1,0,44.0,2,4,12773,1839514,11019000,0
Uttar Pradesh,GORAKHPUR,1,1,Lotus,1,0,51.0,1,1,717122,1981197,208494688,17711043
Uttar Pradesh,GORAKHPUR,0,12,Bicycle,1,7,58.0,1,4,415458,1981197,39717782,2100000
Uttar Pradesh,GORAKHPUR,0,3,Hand,1,1,64.0,1,8,22972,1981197,57660121,2638815
Karnataka,GULBARGA,1,1,Lotus,1,0,60.0,2,2,620192,1945765,37490597,0
Karnataka,GULBARGA,0,3,Hand,1,0,77.0,2,8,524740,1945765,157722896,3122000
Madhya Pradesh,GUNA,1,1,Lotus,1,0,43.0,1,8,614049,1675724,16266408,494053
Madhya Pradesh,GUNA,0,3,Hand,1,0,48.0,1,2,488500,1675724,3745618745,2900000
Madhya Pradesh,GUNA,0,4,Elephant,1,3,41.0,1,2,37530,1675724,128273308,55970713
Andhra Pradesh,GUNTUR,1,14,Bicycle,1,0,53.0,1,4,587918,1706119,3051485242,203452417
Andhra Pradesh,GUNTUR,0,13,Ceiling Fan,1,3,52.0,1,8,583713,1706119,137466129,1675274
Andhra Pradesh,GUNTUR,0,15,Glass Tumbler,1,1,50.0,1,6,129205,1706119,32876690,12482935
Andhra Pradesh,GUNTUR,0,3,Hand,1,1,53.0,1,2,14205,1706119,62806111,0
Punjab,GURDASPUR,1,1,Lotus,1,0,59.0,1,5,558719,1595284,871925679,534644785
Punjab,GURDASPUR,0,3,Hand,1,0,65.0,1,2,476260,1595284,251762701,0
Punjab,GURDASPUR,0,20,Broom,1,0,37.0,1,1,27744,1595284,2768778,777377
Punjab,GURDASPUR,0,72,Pot,1,0,49.0,1,6,15274,1595284,406299,25000
Haryana,GURGAON,1,1,Lotus,1,0,69.0,1,8,881546,2150728,420970754,31500000
Haryana,GURGAON,0,3,Hand,1,0,60.0,1,8,495290,2150728,274817503,10612632
Haryana,GURGAON,0,4,Elephant,1,0,58.0,1,4,26756,2150728,459317500,84082104
Madhya Pradesh,GWALIOR,1,1,Lotus,1,0,71.0,1,8,627250,2000744,58911673,0
Madhya Pradesh,GWALIOR,0,3,Hand,1,0,56.0,1,4,480408,2000744,371815574,64526891
Madhya Pradesh,GWALIOR,0,4,Elephant,2,0,50.0,1,6,44677,2000744,1434500,0
Bihar,HAJIPUR (SC),1,73,Bungalow,1,1,66.0,2,8,541310,1823664,62834200,6744375
Bihar,HAJIPUR (SC),0,30,Hurricane Lamp,1,3,49.0,2,4,335861,1823664,18630915,4997011
Bihar,HAJIPUR (SC),0,18,Telephone,1,0,32.0,2,1,30797,1823664,27000,0
Bihar,HAJIPUR (SC),0,18,Air Conditioner,1,0,33.0,2,1,18346,1823664,1205263,47000
Bihar,HAJIPUR (SC),0,4,Elephant,1,0,47.0,2,6,14579,1823664,11021433,1500000
Bihar,HAJIPUR (SC),0,74,Grapes,1,0,41.0,2,9,11199,1823664,1082600,0
Himachal Pradesh,HAMIRPUR,1,1,Lotus,1,3,44.0,1,4,682692,1362269,56770463,1085145
Uttar Pradesh,HAMIRPUR,1,1,Lotus,1,4,45.0,1,2,575122,1749100,167159924,35502582
Uttar Pradesh,HAMIRPUR,0,4,Elephant,1,0,42.0,1,4,326470,1749100,161787422,22026230
Himachal Pradesh,HAMIRPUR,0,3,Hand,1,0,68.0,1,8,283120,1362269,34888616,0
Uttar Pradesh,HAMIRPUR,0,3,Hand,1,0,64.0,1,2,114534,1749100,28424501,15460966
Uttar Pradesh,HAMIRPUR,0,18,Saw,1,1,43.0,1,4,24801,1749100,123746239,12041195
Uttar Pradesh,HARDOI,1,1,Lotus,1,0,61.0,2,4,568143,1807119,234032624,2615368
Uttar Pradesh,HARDOI,0,12,Bicycle,2,0,55.0,2,2,435669,1807119,42403277,1060839
Uttar Pradesh,HARDOI,0,3,Hand,1,0,46.0,2,4,19972,1807119,12864500,14762567
Uttarakhand,HARDWAR,1,1,Lotus,1,0,59.0,1,3,665674,1840738,28739888,16444
Uttarakhand,HARDWAR,0,3,Hand,1,0,70.0,1,2,406945,1840738,8548506,0
Uttarakhand,HARDWAR,0,4,Elephant,1,0,60.0,1,8,173528,1840738,869094791,278877123
Karnataka,HASSAN,1,34,A lady farmer carrying paddy on her head,1,0,28.0,1,8,676606,1652999,97848632,37253210
Karnataka,HASSAN,0,1,Lotus,1,0,60.0,1,8,535282,1652999,231571214,28860107
Karnataka,HASSAN,0,4,Elephant,1,0,29.0,2,1,38761,1652999,1290000,38000
Uttar Pradesh,HATHRAS,1,1,Lotus,1,0,61.0,2,1,684299,1864320,14930000,0
Uttar Pradesh,HATHRAS,0,12,Bicycle,1,2,68.0,2,8,424091,1864320,20654961,0
Uttar Pradesh,HATHRAS,0,3,Hand,1,0,71.0,2,4,23926,1864320,118225490,9510364
Maharashtra,HATKANANGLE,1,19,Bow and Arrow,1,0,38.0,1,4,585776,1776555,47771462,41599959
Maharashtra,HATKANANGLE,0,75,Bat,1,15,51.0,1,6,489737,1776555,24421392,774059
Maharashtra,HATKANANGLE,0,6,Cup & Saucer,1,0,56.0,1,11,123419,1776555,23211678,3782280
Karnataka,HAVERI,1,1,Lotus,1,0,52.0,1,1,683660,1708510,718499195,165566495
Karnataka,HAVERI,0,3,Hand,1,0,72.0,1,8,542778,1708510,53424424,2574740
Jharkhand,HAZARIBAGH,1,1,Lotus,1,0,55.0,1,2,728798,1667465,770749002,193271437
Jharkhand,HAZARIBAGH,0,3,Hand,1,0,74.0,1,4,249250,1667465,346174281,21867709
Jharkhand,HAZARIBAGH,0,8,Ears of Corn And Sickle,1,1,73.0,1,1,32109,1667465,38958977,0
Jharkhand,HAZARIBAGH,0,18,Tractor Chalata Kisan,1,1,42.0,1,4,15660,1667465,2876762,60000
Jharkhand,HAZARIBAGH,0,18,Batsman,1,0,34.0,1,1,14829,1667465,1790000,0
Andhra Pradesh,HINDUPUR,1,13,Ceiling Fan,1,2,50.0,1,4,706602,1578218,1787356,730332
Andhra Pradesh,HINDUPUR,0,14,Bicycle,1,4,63.0,1,4,565854,1578218,51375301,1011804
Andhra Pradesh,HINDUPUR,0,3,Hand,1,1,41.0,1,2,27156,1578218,43462500,8128000
Andhra Pradesh,HINDUPUR,0,1,Lotus,1,2,60.0,1,4,13805,1578218,357849990,106820000
Maharashtra,HINGOLI,1,19,Bow and Arrow,1,0,48.0,1,4,586312,1733729,18594458,1299983
Maharashtra,HINGOLI,0,3,Hand,1,1,56.0,1,6,308456,1733729,99463540,8059000
Maharashtra,HINGOLI,0,6,Key,1,0,60.0,1,2,174051,1733729,11050000,800000
Maharashtra,HINGOLI,0,18,SHIP,1,0,44.0,1,2,23690,1733729,107000,0
Haryana,HISAR,1,1,Lotus,1,0,46.0,1,2,603289,1631817,146408734,27225637
Haryana,HISAR,0,54,Chappals,1,0,31.0,1,2,289221,1631817,769452859,68331773
Haryana,HISAR,0,3,Hand,1,0,26.0,1,2,184369,1631817,37990209,17978516
Haryana,HISAR,0,4,Elephant,1,0,58.0,1,6,45190,1631817,11653061,0
West Bengal,HOOGHLY,1,1,Lotus,2,14,45.0,1,4,671448,1766601,35655698,0
West Bengal,HOOGHLY,0,10,Flowers and Grass,2,0,70.0,1,8,598086,1766601,34779481,0
West Bengal,HOOGHLY,0,8,"Hammer, Sickle and Star",1,1,54.0,2,1,121588,1766601,1675744,0
West Bengal,HOOGHLY,0,3,Hand,1,1,57.0,2,1,25374,1766601,1789324,0
Madhya Pradesh,HOSHANGABAD,1,1,Lotus,1,1,54.0,1,4,877927,1706141,154783105,9103300
Madhya Pradesh,HOSHANGABAD,0,3,Hand,1,0,39.0,1,4,324245,1706141,15964904,1399664
